
Lower Haze,Upper Haze,Lower SSA,Upper SSA,Lower Gas,Upper Gas,Model Output µ1+µ2 Value,Darkened or Brightened,Usable
0.1,1,0.1,2,1,2.5,0.1108935105,Darkened,yes
1,1,0,1,1,0,0.1121497346,Darkened,yes
1,1,9.99,9.99,1,9.99,0.1130270457,Darkened,yes
0.01,0.01,0.01,1,1,1,0.1135836634,Darkened,yes
1,0.1,9.99,1,1,9.99,0.1137689937,Darkened,yes
9.99,0.1,1,9.99,1,9.99,0.1148978243,Darkened,yes
0.01,0.5,9.99,9.99,1,9.99,0.1150053866,Darkened,yes
0.1,1,1,2,1,2.5,0.1154358594,Darkened,yes
0.1,1,0.1,0.01,1,5,0.1155465157,Darkened,no
1,1,1,1,0.1,0.01,0.1155554832,Darkened,yes
0.01,1,1,1,1,0.01,0.1162300431,Darkened,yes
0.1,0.5,1,1,1,1,0.1164209279,Darkened,yes
1,0.5,0.1,3,0.5,1,0.1164869522,Darkened,yes
0.01,1,0.1,1,1,0.1,0.1170522333,Darkened,yes
0.1,0.1,1,2,0.5,1,0.1175153122,Darkened,yes
0.5,1,0.1,1,1,1,0.1175779541,Darkened,yes
1,0.5,0.1,0.01,0.5,5,0.1176173746,Darkened,no
0.1,0.1,0.1,1,1,1,0.117795941,Darkened,yes
0.1,1,0.1,0.01,0.1,7.5,0.1180763568,Darkened,no
1,1,0.01,1,1,0.01,0.118356943,Darkened,yes
0.01,0.5,1,1,1,1,0.1185266884,Darkened,yes
9.99,1,0.1,1,0.5,0.1,0.1185864192,Darkened,yes
9.99,0.5,0.1,9.99,1,9.99,0.1187164285,Darkened,yes
1,0.1,1,9.99,1,9.99,0.1190881638,Darkened,yes
9.99,0.5,0.01,9.99,1,9.99,0.1192476089,Darkened,yes
0.1,0.5,0.1,9.99,1,9.99,0.119378483,Darkened,yes
9.99,1,0.1,9.99,1,9.99,0.1197199643,Darkened,yes
1,0.5,1,9.99,1,9.99,0.120149234,Darkened,yes
0.1,1,1,0.01,1,9.99,0.1202732829,Darkened,no
0.1,1,1,2,0.5,1,0.1204346553,Darkened,yes
9.99,1,1,1,1,1,0.1206875334,Darkened,yes
1,1,1,3,0.5,1,0.1211209709,Darkened,yes
1,1,1,1,1,1,0.1211342776,Darkened,yes
0.1,1,0.1,1,1,0.1,0.1214977741,Darkened,yes
1,0.1,0.1,2,1,2.5,0.1215687414,Darkened,yes
9.99,0.1,0.1,9.99,1,9.99,0.1218374644,Darkened,yes
1,1,1,0.01,0.01,0.01,0.1220073122,Darkened,yes
1,0.5,0.01,1,1,1,0.122385427,Darkened,yes
9.99,1,9.99,9.99,1,9.99,0.1224749162,Darkened,yes
1,0.1,1,1,1,1,0.1228195922,Darkened,yes
0.1,0.1,0.1,2,1,2.5,0.1230595857,Darkened,yes
9.99,0.5,0,9.99,1,9.99,0.1232324536,Darkened,yes
1,0.5,1,3,0.5,1,0.1239540119,Darkened,yes
1,0.01,0.01,1,1,1,0.1246246209,Darkened,yes
9.99,0.5,9.99,1,1,1,0.1249918568,Darkened,yes
0.01,0.1,9.99,9.99,1,9.99,0.1249995282,Darkened,yes
9.99,0.1,9.99,9.99,1,9.99,0.1250167925,Darkened,yes
9.99,1,9.99,1,1,1,0.1251766939,Darkened,yes
0.1,1,1,1,1,1,0.1257198991,Darkened,yes
1,0.5,0,1,1,1,0.1258015743,Darkened,yes
1,0.1,0.1,0.01,1,2.5,0.1261195598,Darkened,no
0.01,0.5,1,1,1,0.01,0.1263414507,Darkened,yes
0.01,0.5,0.01,1,1,1,0.126364084,Darkened,yes
1,1,0,1,1,1,0.1266442123,Darkened,yes
0,0,1,1,1,1,0.1267400009,Darkened,yes
0,0,9.99,9.99,1,9.99,0.1268399998,Darkened,yes
0.1,0.1,0.1,0.01,0.1,9.99,0.1268671437,Darkened,no
0.1,0.5,0.1,1,1,1,0.1269973277,Darkened,yes
0.1,1,9.99,9.99,1,9.99,0.1282009924,Darkened,yes
1,0.5,9.99,9.99,1,9.99,0.1285588436,Darkened,yes
1,1,0.1,0.01,0.5,2.5,0.1289263845,Darkened,no
9.99,0.5,1,1,1,1,0.1290611934,Darkened,yes
9.99,0.5,9.99,9.99,1,9.99,0.1291334613,Darkened,yes
1,0.5,0.1,0.01,0.1,2.5,0.1302465111,Darkened,no
9.99,0.5,1,9.99,1,9.99,0.130360911,Darkened,yes
1,0.5,0.1,1,1,1,0.1309091041,Darkened,yes
1,1,0.1,1,1,1,0.1309284603,Darkened,yes
0.01,0.1,0.01,1,1,1,0.1309745715,Darkened,yes
9.99,1,1,9.99,1,9.99,0.1312638319,Darkened,yes
9.99,0.1,0,9.99,1,9.99,0.1315250883,Darkened,yes
0.5,1,1,1,1,1,0.1326887153,Darkened,yes
0.01,0.1,0.01,9.99,1,9.99,0.1330147779,Darkened,yes
9.99,0.1,9.99,1,1,1,0.1330240397,Darkened,yes
1,0.01,1,1,1,0.01,0.1333590126,Darkened,yes
0.1,0.1,9.99,9.99,1,9.99,0.1336406453,Darkened,yes
0.1,1,0.1,1,1,1,0.1338173653,Darkened,yes
1,0.1,9.99,9.99,1,9.99,0.1340900622,Darkened,yes
1,0.5,0.1,1,1,0.1,0.1344967277,Darkened,yes
0.01,0.01,1,1,1,1,0.1348044561,Darkened,yes
0.1,1,0.1,0.1,0.5,9.99,0.1349027932,Darkened,no
0.1,0.1,0.1,0.01,1,7.5,0.1351866178,Darkened,no
9.99,0.1,0.01,9.99,1,9.99,0.1357583827,Darkened,yes
1,0.01,1,1,1,0.1,0.135864942,Darkened,yes
1,1,1,9.99,1,9.99,0.1364145343,Darkened,yes
9.99,1,0.01,9.99,1,9.99,0.1368680647,Darkened,yes
0.1,1,0.1,9.99,1,9.99,0.1370096365,Darkened,yes
0.01,1,9.99,9.99,1,9.99,0.1370496234,Darkened,yes
0.1,0.1,1,1,1,0.1,0.1375882817,Darkened,yes
0.01,0.1,9.99,0.01,0.1,9.99,0.1390279986,Darkened,no
0,0,0,9.99,1,9.99,0.1393501421,Darkened,yes
9.99,1,0,9.99,1,9.99,0.1401603771,Darkened,yes
0.5,1,0.1,1,1,0.1,0.1405854695,Darkened,yes
9.99,1,0.1,0.1,0.1,9.99,0.1421182221,Darkened,no
1,0.1,1,1,1,0.1,0.142462304,Darkened,yes
1,1,9.99,1,1,1,0.1430320089,Darkened,yes
0.1,0.1,0.1,9.99,1,9.99,0.1433128993,Darkened,yes
1,0.1,1,1,1,0.01,0.1446147993,Darkened,yes
0.1,0.1,1,0.01,1,9.99,0.1457328117,Darkened,no
1,0.5,1,1,1,0.01,0.146556979,Darkened,yes
0.01,0.5,0.01,9.99,1,9.99,0.1503612407,Darkened,yes
0.1,1,0.1,0.01,0.1,2.5,0.1516134031,Darkened,no
0.1,0.5,1,1,1,0.1,0.1518869486,Darkened,yes
1,0.1,0.1,0.1,0.1,1,0.152622579,Darkened,yes
0.01,0.1,1,1,1,0.01,0.1533659197,Darkened,yes
9.99,1,0.01,0.01,0.1,0.01,0.1541016219,Darkened,yes
1,0.1,0.1,1,0.01,0.1,0.1543964799,Darkened,yes
0.1,0.1,9.99,0.1,0.1,9.99,0.1547675946,Darkened,no
1,0.5,9.99,1,1,1,0.1559261315,Darkened,yes
0.01,0.5,1,0.01,0.5,1,0.1597317766,Darkened,no
1,0.1,1,0.01,1,9.99,0.1628832579,Darkened,no
1,0.5,1,1,1,0.1,0.1653970019,Darkened,yes
1,1,1,1,0.01,1,0.165405977,Darkened,yes
0.1,1,1,1,1,0.1,0.1657387133,Darkened,yes
0.1,1,1,0.01,0.1,2.5,0.1657403821,Darkened,no
1,0.5,0.1,1,0.01,1,0.1673173537,Darkened,yes
1,1,9.99,9.99,0.5,1,0.1685567992,Darkened,yes
1,0.5,1,0.01,1,5,0.1696430327,Darkened,no
1,0.5,1,9.99,0.5,1,0.17092882,Darkened,yes
9.99,1,9.99,9.99,0.5,1,0.1711841385,Darkened,yes
1,1,1,1,1,0.1,0.1712531076,Darkened,yes
9.99,1,1,9.99,0.5,1,0.1718362704,Darkened,yes
1,0.5,0.1,2,0.5,0.01,0.1720481552,Darkened,yes
9.99,0.5,1,9.99,0.5,1,0.1722428948,Darkened,yes
0.1,1,0.1,0.01,0.5,2.5,0.172323348,Darkened,no
1,0.5,9.99,9.99,0.5,1,0.1737512316,Darkened,yes
1,1,0.1,1,1,0.1,0.175129553,Darkened,yes
1,0.1,0.1,2,0.5,0.01,0.1752150099,Darkened,yes
0.1,0.5,0.1,2,1,1,0.1755476206,Darkened,yes
0.1,0.1,1,0.01,0.5,2.5,0.1760615155,Darkened,no
1,1,0.1,2,0.5,0.01,0.1796020053,Darkened,yes
1,1,1,1,1,0.01,0.1802467776,Darkened,yes
9.99,1,0,9.99,0.5,0,0.1821181838,Darkened,yes
1,0.5,0.1,0.1,0.5,1,0.1827077998,Darkened,yes
0,0,0,9.99,0.5,0,0.1834311108,Darkened,yes
9.99,0.5,9.99,9.99,0.5,1,0.1841053176,Darkened,yes
9.99,1,0.01,9.99,0.5,0.01,0.1842802306,Darkened,yes
1,1,1,9.99,0.5,1,0.1844440952,Darkened,yes
0,0,9.99,9.99,0.5,0,0.186524792,Darkened,yes
9.99,0.5,9.99,9.99,0.5,0,0.1866993467,Darkened,yes
0.1,0.1,1,2,1,1,0.1867924095,Darkened,yes
1,1,1,2,1,1,0.1876013737,Darkened,yes
9.99,1,9.99,9.99,0.5,0,0.1878130356,Darkened,yes
0.1,0.1,1,0.01,1,7.5,0.1885121977,Darkened,no
1,0.1,1,2,1,1,0.1891269705,Darkened,yes
0.1,1,0.1,2,1,1,0.1891796042,Darkened,yes
0.01,0.5,0.01,9.99,0.5,0.01,0.189481501,Darkened,yes
9.99,0.5,0.01,0.01,1,9.99,0.1903333461,Darkened,no
0.1,1,0.1,3,0.5,0.01,0.1906145457,Darkened,yes
0.1,1,1,2,0.5,0.01,0.1913974963,Darkened,yes
1,0.1,0.1,3,0.5,0.01,0.1914223075,Darkened,yes
1,0.5,0.1,3,0.5,0.01,0.1915319874,Darkened,yes
1,1,0.1,0.01,0.1,7.5,0.192293215,Darkened,no
0.01,1,0.01,9.99,0.5,0.01,0.1923592042,Darkened,yes
9.99,0.5,0,9.99,0.5,0,0.192483657,Darkened,yes
1,1,0.1,3,0.5,0.01,0.1941673011,Darkened,yes
1,1,1,0.1,0.5,1,0.1942396014,Darkened,yes
0.1,1,1,0.1,0.1,1,0.1946112502,Darkened,yes
1,0.1,1,2,0.5,0.01,0.1947241531,Darkened,yes
0.1,1,0.1,9.99,0.5,0.1,0.1952263254,Darkened,yes
9.99,0.5,0.1,9.99,0.5,0.1,0.1954456864,Darkened,yes
0.1,0.5,0.1,3,0.5,0.01,0.1966567978,Darkened,yes
1,0.1,0.1,2,1,1,0.1976065631,Darkened,yes
0.1,0.5,0.1,0.01,0.1,7.5,0.1984292556,Darkened,no
1,1,0.1,2,1,1,0.1995111701,Darkened,yes
1,0.5,1,0.01,0.1,2.5,0.1996979955,Darkened,no
0.1,0.1,0.1,2,1,1,0.2000125678,Darkened,yes
1,1,0.1,9.99,0.5,0.1,0.2005503982,Darkened,yes
1,0.5,0.1,2,1,1,0.2006264614,Darkened,yes
9.99,0.5,0.01,9.99,0.5,0.01,0.2006701968,Darkened,yes
0.1,1,1,0.01,1,1,0.2007259323,Darkened,no
0.1,0.5,0.1,9.99,0.5,0.1,0.200811172,Darkened,yes
0.1,0.1,0.1,3,0.5,0.01,0.2011572349,Darkened,yes
1,1,1,2,0.5,0.01,0.2014405216,Darkened,yes
0.1,0.1,1,0.01,1,2.5,0.2023999127,Darkened,no
9.99,1,0.1,9.99,0.5,0.1,0.2052194644,Darkened,yes
0.1,1,1,2,1,1,0.2063401883,Darkened,yes
1,0.5,1,2,1,1,0.2067000107,Darkened,yes
1,0.1,1,3,0.5,0.01,0.2073442434,Darkened,yes
0.1,0.1,1,0.01,0.5,9.99,0.2073848281,Darkened,no
0.1,1,1,0.01,0.1,5,0.2089707921,Darkened,no
1,1,9.99,9.99,0.5,0.1,0.2089923448,Darkened,yes
0.1,0.1,1,3,0.5,0.01,0.210920072,Darkened,yes
1,0.1,0.01,0.01,1,1,0.2113816309,Darkened,no
0.1,1,9.99,9.99,0.5,0.1,0.2116743916,Darkened,yes
0.1,0.5,9.99,9.99,0.5,0.1,0.2117198598,Darkened,yes
1,1,0.1,0.1,1,1,0.2118425684,Darkened,yes
0.1,0.5,1,2,1,1,0.2121362007,Darkened,yes
1,0.5,1,3,0.5,0.01,0.2124729159,Darkened,yes
0.01,1,9.99,9.99,0.5,0.01,0.2129485519,Darkened,yes
9.99,0.5,9.99,9.99,0.5,0.01,0.2137312284,Darkened,yes
1,1,1,3,0.5,0.01,0.214301147,Darkened,yes
1,0.5,1,2,0.5,0.01,0.215165605,Darkened,yes
1,1,1,0.01,1,2.5,0.2152740981,Darkened,no
0.1,1,1,3,0.5,0.01,0.2157861201,Darkened,yes
9.99,1,9.99,9.99,0.5,0.01,0.2171642104,Darkened,yes
0.1,0.5,1,3,0.5,0.01,0.2177181164,Darkened,yes
9.99,1,9.99,9.99,0.5,0.1,0.2199939202,Darkened,yes
1,1,0.1,3,1,1,0.2223212088,Darkened,yes
0.01,0.5,9.99,9.99,0.5,0.01,0.226182814,Darkened,yes
9.99,0.5,9.99,9.99,0.5,0.1,0.2275796685,Darkened,yes
1,0.5,1,3,1,1,0.2292662741,Darkened,yes
9.99,1,0.1,0.1,1,9.99,0.2304552426,Darkened,no
1,1,1,3,1,1,0.2305140425,Darkened,yes
1,1,0.1,1,0.01,1,0.2333561199,Darkened,yes
1,0.5,0.1,3,1,1,0.2352700011,Darkened,yes
0.1,1,1,0.01,1,5,0.2388407468,Darkened,no
1,0.1,1,0.01,0.1,2.5,0.2475773856,Darkened,no
1,1,0.1,0.01,0.1,2.5,0.2476697915,Darkened,yes
1,1,0.01,1,0.01,1,0.248884526,Darkened,yes
1,0.1,1,0.01,1,2.5,0.2513667003,Darkened,no
0.1,1,1,0.01,1,2.5,0.2514936471,Darkened,no
0.1,0.5,1,0.01,1,7.5,0.2582283052,Darkened,no
9.99,1,9.99,0.01,0.5,9.99,0.2582649744,Darkened,no
1,1,1,0.01,0.1,2.5,0.2610782267,Darkened,no
1,1,0.1,1,0.1,0.1,0.2627578626,Darkened,yes
0.1,0.1,1,0.01,0.1,7.5,0.2796618577,Darkened,no
1,0.1,0.1,0.01,0.1,0.1,0.2830713362,Darkened,yes
0.1,0.5,0.1,0.01,0.5,9.99,0.2908149276,Darkened,no
9.99,0.5,9.99,0.01,1,9.99,0.3070382644,Darkened,no
1,0.1,1,0.01,0.1,9.99,0.3094550944,Darkened,no
1,1,0.1,0.01,1,0.1,0.3140182719,Darkened,yes
0.1,0.5,0.1,0.01,1,7.5,0.3213748049,Darkened,no
0.1,1,1,0.01,0.1,9.99,0.3222921786,Darkened,no
1,0.1,1,0.01,0.5,7.5,0.3294082272,Darkened,no
9.99,0.1,9.99,9.99,1,1,0.341164973,Darkened,yes
1,1,1,9.99,1,1,0.34226921,Darkened,yes
9.99,0.5,9.99,9.99,1,1,0.3432329695,Darkened,yes
1,0.1,9.99,9.99,1,1,0.3449455118,Darkened,yes
9.99,1,1,9.99,1,1,0.3453788335,Darkened,yes
1,0.1,1,9.99,1,1,0.3459347803,Darkened,yes
9.99,1,9.99,9.99,1,1,0.3465085167,Darkened,yes
1,0.5,1,9.99,1,1,0.346690065,Darkened,yes
1,1,0.01,1,0.1,0.01,0.3483569203,Darkened,yes
1,1,9.99,9.99,1,1,0.3490950764,Darkened,yes
9.99,0.1,1,9.99,1,1,0.3497157519,Darkened,yes
1,1,0.1,0.1,0.5,1,0.3498010834,Darkened,yes
0.1,0.5,0.1,0.01,0.5,2.5,0.353329141,Darkened,no
9.99,0.5,1,9.99,1,1,0.3538286232,Darkened,yes
1,1,0,1,0.1,0,0.3559954487,Darkened,yes
1,1,1,0.01,0.5,9.99,0.3583673047,Darkened,no
1,0.5,9.99,9.99,1,1,0.360312886,Darkened,yes
9.99,1,0.1,0.1,0.5,0.1,0.3706216495,Darkened,yes
0.1,0.5,0.1,0.01,0.5,7.5,0.3865238465,Darkened,no
1,1,1,0.01,1,5,0.3992474628,Darkened,no
0.1,0.5,0.1,0.01,0.5,5,0.4055852106,Darkened,no
9.99,0.1,2,0,0.1,2,0.4067621599,Darkened,yes
9.99,0.1,9.99,0.01,0.1,9.99,0.4133779817,Darkened,no
9.99,0.1,0.01,0.01,0.1,9.99,0.4235048665,Darkened,no
1,0.1,1,2,1,0.01,0.4257552999,Darkened,yes
0.1,1,0.1,0.1,0.1,1,0.4287161975,Darkened,yes
1,1,0.1,0.01,0.5,9.99,0.429283891,Darkened,no
1,1,1,2,1,0.01,0.4337797431,Darkened,yes
1,0.5,1,2,1,0.01,0.4354617764,Darkened,yes
1,0.5,0.1,2,1,0.01,0.4357961125,Darkened,yes
0.1,0.1,9.99,9.99,1,0.1,0.4357975113,Darkened,yes
9.99,0.1,0.1,9.99,1,0.1,0.4398246434,Darkened,yes
9.99,1,0.1,9.99,1,0.1,0.4413216447,Darkened,yes
0.1,0.5,9.99,9.99,1,0.1,0.4430400417,Darkened,yes
0.1,1,0.1,9.99,1,0.1,0.4440315554,Darkened,yes
1,0.1,0.1,2,1,0.01,0.4447578183,Darkened,yes
1,1,0.1,2,1,0.01,0.4450890327,Darkened,yes
0.1,1,1,2,1,0.01,0.4451108857,Darkened,yes
9.99,1,9.99,9.99,1,0.1,0.4460295711,Darkened,yes
0.1,0.5,0.1,9.99,1,0.1,0.4461690838,Darkened,yes
9.99,0.5,0.1,9.99,1,0.1,0.446550505,Darkened,yes
0.01,1,9.99,0.01,0.1,9.99,0.447631525,Darkened,no
1,0.5,1,1,0.01,0.1,0.4504653104,Darkened,yes
9.99,0.1,9.99,9.99,1,0.1,0.4510339959,Darkened,yes
0.1,1,9.99,9.99,1,0.1,0.451203219,Darkened,yes
0.1,0.1,0.1,9.99,1,0.1,0.4532814561,Darkened,yes
0.1,0.5,0.1,0.01,1,9.99,0.4536796533,Darkened,no
9.99,0.5,9.99,9.99,1,0.1,0.4583634479,Darkened,yes
0.01,1,9.99,9.99,1,0.01,0.4646890757,Darkened,yes
1,0.1,1,3,1,0.01,0.4656193237,Darkened,yes
0.1,1,1,3,1,0.01,0.46646279,Darkened,yes
0.1,0.1,1,3,1,0.01,0.4669788943,Darkened,yes
0.1,0.5,1,3,1,0.01,0.4686714485,Darkened,yes
9.99,0.1,9.99,9.99,1,0.01,0.4689608399,Darkened,yes
1,1,1,3,1,0.01,0.4713694657,Darkened,yes
1,0.5,1,3,1,0.01,0.4747647231,Darkened,yes
9.99,1,9.99,9.99,1,0.01,0.4769769175,Darkened,yes
1,0.5,0.1,3,1,0.01,0.4780392371,Darkened,yes
0.01,0.1,9.99,9.99,1,0.01,0.4791078347,Darkened,yes
9.99,0.5,9.99,9.99,1,0.01,0.480861478,Darkened,yes
0.1,0.1,0.1,3,1,0.01,0.482593947,Darkened,yes
9.99,0.1,2,0,0,2,0.4828571216,Darkened,yes
1,0.1,0.1,3,1,0.01,0.4829643448,Darkened,yes
0.1,1,0.1,3,1,0.01,0.482987918,Darkened,yes
0.01,0.5,9.99,9.99,1,0.01,0.4841031329,Darkened,yes
1,1,0.1,3,1,0.01,0.4854212539,Darkened,yes
0.01,1,0.01,0.01,0.1,1,0.4855174384,Darkened,no
0.1,0.5,0.1,3,1,0.01,0.495463436,Darkened,yes
0.1,1,1,0.01,0.5,9.99,0.5221023156,Darkened,no
1,0.1,0.1,0,0.1,0.1,0.5381411567,Darkened,yes
0.5,1,1,0.01,1,1,0.5420547287,Darkened,no
1,0.1,0.1,0,0,0.1,0.542360884,Darkened,yes
0.1,0.1,1,0.01,1,5,0.5584776296,Darkened,no
1,1,1,0.1,0.1,0.1,0.567810941,Darkened,yes
9.99,0.1,5,0,0.1,5,0.5742631757,Darkened,no
9.99,1,9.99,0.1,0.1,0.1,0.5750619285,Darkened,yes
1,0.5,1,0.01,1,1,0.58068507,Darkened,no
0,0,9.99,9.99,1,0,0.5849389407,Darkened,yes
9.99,1,9.99,9.99,1,0,0.5862159364,Darkened,yes
1,0.1,1,0,0.1,0.1,0.593573544,Darkened,yes
0.2,0.1,0.2,0,0.1,0.2,0.5956035231,Darkened,yes
9.99,0.1,9.99,9.99,1,0,0.6017129486,Darkened,yes
9.99,0.5,9.99,9.99,1,0,0.6064061828,Darkened,yes
9.99,0.5,0.01,9.99,1,0.01,0.6221120506,Darkened,yes
0.01,1,0.01,9.99,1,0.01,0.6251886759,Darkened,yes
0.01,0.1,0.01,9.99,1,0.01,0.6251886828,Darkened,yes
9.99,0.1,0.01,9.99,1,0.01,0.6255997295,Darkened,yes
0.01,0.5,0.01,9.99,1,0.01,0.6273089268,Darkened,yes
9.99,1,0.01,9.99,1,0.01,0.6274607554,Darkened,yes
1,1,1,0.01,1,1,0.6281089424,Darkened,yes
0.1,0.5,1,0.01,1,9.99,0.6295304,Darkened,no
1,1,1,0.1,0.1,1,0.6296016398,Darkened,yes
1,0.5,0.1,1,0.01,0.1,0.6466848496,Darkened,yes
1,1,1,1,0.01,0.1,0.6605309936,Darkened,yes
1,0.01,1,0.01,0.01,1,0.6606023948,Darkened,yes
1,0.1,1,0.01,0.1,1,0.6683963964,Darkened,yes
0.1,0.1,1,0.01,0.5,7.5,0.6685929718,Darkened,no
0,0,0,9.99,1,0,0.7250017492,Darkened,yes
1,1,1,1,0.01,0.01,0.7310532817,Darkened,yes
1,1,0.1,0.1,0.1,0.1,0.7314226551,Darkened,yes
9.99,0.1,0,9.99,1,0,0.7347696123,Darkened,yes
9.99,0.5,0,9.99,1,0,0.7352668582,Darkened,yes
1,0.5,0.01,0.01,1,1,0.7434655539,Darkened,yes
9.99,1,0,9.99,1,0,0.7471478682,Darkened,yes
1,0.5,1,0.01,0.5,1,0.7502531013,Darkened,yes
1,1,0.1,0.1,0.1,1,0.7854315225,Darkened,yes
1,1,1,0.01,0.5,1,0.8359484747,Darkened,yes
1,0.01,0.01,0.01,0.01,1,0.8589119962,Darkened,yes
0.01,1,1,0.01,0.01,1,0.8705269733,Darkened,yes
1,0.5,0.01,0.01,0.5,1,0.8707960988,Darkened,yes
9.99,1,0.1,0.1,0.1,0.1,0.8727652618,Darkened,yes
1,1,0.01,0.01,1,1,0.8822005947,Darkened,yes
9.99,1,0.01,0.01,0.5,9.99,0.8973778392,Darkened,no
1,1,0.1,1,0.01,0.1,0.9190611862,Darkened,yes
1,0.1,0.01,0.01,0.1,1,0.922748644,Darkened,yes
0.25,0.1,0.25,0,0.1,0.25,0.9241559847,Darkened,yes
1,1,0.01,0.01,0.5,1,0.9956800105,Darkened,yes
1,1,1,0.01,0.1,1,1.030216281,Darkened,yes
1,1,0.01,1,0.01,0.01,1.060547075,Darkened,yes
0.1,0.1,0.1,0.01,1,9.99,1.060776512,Darkened,no
1,1,1,0.01,0.01,1,1.080799676,Darkened,yes
9.99,0.1,1,0,0.1,1,1.089499046,Darkened,yes
5,0.1,1,0,0.1,1,1.091115551,Darkened,yes
1,1,1,0,0,1,1.095434293,Darkened,yes
2,0.1,1,0,0.1,1,1.097568766,Darkened,yes
1,1,1,0,1,1,1.097973093,Darkened,yes
9.99,0.1,1,0,0,1,1.101079252,Darkened,yes
1,0.1,1,0,0,1,1.112233272,Darkened,yes
1,0.5,1,0,0,1,1.112941795,Darkened,yes
1,0.01,1,0,0.1,1,1.114544153,Darkened,yes
1,0.1,1,0,0.1,1,1.120554928,Darkened,yes
1,0.01,1,0,0,1,1.12386311,Darkened,yes
1,1,0.01,0.01,0.1,1,1.132807947,Darkened,yes
1,1,0.01,0.01,0.01,1,1.161895284,Darkened,yes
1,1,0,0,0,1,1.18487115,Darkened,yes
1,0.5,0,0,0,1,1.195986135,Darkened,yes
1,0.1,0,0,0,1,1.200104861,Darkened,yes
1,0.1,0,0,0.1,1,1.212813098,Darkened,yes
0.01,1,0.01,0.01,0.01,1,1.26882709,Darkened,yes
0.1,0.1,0.5,0,0,1,1.306004819,Darkened,yes
1,0.1,1,0,0.1,0.5,1.330447751,Darkened,yes
0.1,0.1,1,0,0.1,0.5,1.338527782,Darkened,yes
0.01,0.1,0.5,0,0,1,1.342077981,Darkened,yes
0.5,0.1,1,0,0.1,0.5,1.348896253,Darkened,yes
0.01,0.1,0.5,0,0.1,1,1.352057776,Darkened,yes
1,0.1,0.5,0,0.1,0.5,1.371790339,Darkened,yes
0.01,0.1,0.5,0,0,0.5,1.405706938,Darkened,no
0.5,0.1,0.5,0,0.1,0.5,1.41423046,Darkened,yes
0.1,0.1,1,0,0,0.5,1.418943162,Darkened,yes
0.01,0.1,1,0,0,0.5,1.43225405,Darkened,no
0.01,0.1,0.5,0,0.1,0.5,1.549136269,Darkened,no
0.01,0.1,1,0,0.1,0.5,1.593063405,Darkened,no
0.001,0.1,1,0,0.1,1,1.641312888,Darkened,no
