
Lower Haze,Upper Haze,Lower SSA,Upper SSA,Lower Gas,Upper Gas,Model Output µ1+µ2 Value,Darkened or Brightened,Usable
0.1,0.1,0.1,1,1,9.99,0.02412243277,Darkened,yes
0.01,1,9.99,0.01,1,9.99,0.02415279447,Darkened,no
1,0.1,1,5,1,2.5,0.02416736066,Darkened,yes
0.1,0.1,1,1,0.5,2.5,0.02417274209,Darkened,yes
1,0.1,1,5,0.5,9.99,0.02420526772,Darkened,yes
0.1,0.5,0.1,2,0.1,5,0.02427396136,Darkened,yes
1,0.1,1,5,1,9.99,0.0243927484,Darkened,yes
0.1,1,1,1,0.5,2.5,0.02446643586,Darkened,yes
0.1,1,0.1,2,0.1,5,0.02449812349,Darkened,yes
1,1,1,0.5,1,1,0.02459987048,Darkened,yes
1,0.1,0.1,1,0.1,2.5,0.02482886921,Darkened,yes
0.1,0.5,1,3,1,5,0.02488922477,Darkened,yes
1,1,9.99,9.99,0.1,9.99,0.02491190483,Darkened,yes
0.1,0.5,1,3,1,9.99,0.02513468709,Darkened,yes
0.01,1,9.99,9.99,0.1,9.99,0.02515436809,Darkened,yes
0.1,0.5,1,2,0.1,1,0.02522983944,Darkened,yes
0.1,0.1,0.1,2,0.1,1,0.02534161962,Darkened,yes
1,1,0.1,2,0.1,2.5,0.02541628726,Darkened,yes
0.1,1,0.1,3,1,7.5,0.0256244485,Darkened,yes
1,0.1,1,2,0.1,2.5,0.0256606079,Darkened,yes
0.1,0.1,0.1,5,0.1,5,0.0256724093,Darkened,yes
0.1,0.1,0.1,2,0.1,2.5,0.02567496491,Darkened,yes
0.1,1,0.1,5,1,1,0.02578765438,Darkened,yes
1,1,0.1,5,1,0.01,0.02595333247,Darkened,yes
1,1,1,5,0.1,5,0.02599590362,Darkened,yes
0.1,1,0.1,3,0.1,9.99,0.02599887056,Darkened,yes
1,0.5,1,1,0.1,5,0.02619653628,Darkened,yes
1,0.5,1,2,0.1,7.5,0.02654313129,Darkened,yes
0.1,0.5,1,5,1,9.99,0.02667797073,Darkened,yes
0.01,0.1,0.01,1,1,0.01,0.02669277921,Darkened,yes
0.1,0.5,0.1,2,0.5,7.5,0.02675083889,Darkened,yes
0.1,1,1,3,1,9.99,0.02676646485,Darkened,yes
9.99,1,0,9.99,0.1,0,0.02684132774,Darkened,yes
0.1,1,0.1,1,0.1,1,0.02711504362,Darkened,yes
1,0.5,0.1,0.01,1,9.99,0.02713336845,Darkened,no
1,1,1,3,1,5,0.02716367752,Darkened,yes
1,0.1,1,1,0.5,5,0.02722982056,Darkened,yes
0.01,0.1,0.01,9.99,0.1,9.99,0.02724420596,Darkened,yes
9.99,0.1,0,9.99,0.1,0,0.02734767563,Darkened,yes
1,0.1,9.99,1,0.1,9.99,0.02738192067,Darkened,yes
9.99,0.1,0.01,9.99,0.1,0.01,0.02750130447,Darkened,yes
1,1,0.1,3,0.1,9.99,0.02754338062,Darkened,yes
1,0.1,1,2,0.1,1,0.02768794282,Darkened,yes
1,0.5,0.1,5,0.5,9.99,0.02774977289,Darkened,yes
1,0.1,1,2,1,5,0.02775124635,Darkened,yes
0.1,0.1,0.1,5,0.5,7.5,0.02794184928,Darkened,yes
1,1,0.1,2,1,9.99,0.02794312347,Darkened,yes
0.1,0.1,0.1,1,0.5,2.5,0.02797094795,Darkened,yes
1,0.1,0.1,2,0.1,1,0.02805027891,Darkened,yes
1,0.5,1,2,0.1,9.99,0.0283368555,Darkened,yes
1,0.5,0.1,1,0.1,1,0.02834058752,Darkened,yes
1,1,0.1,5,1,7.5,0.02844642234,Darkened,yes
0.1,0.1,0.1,3,1,9.99,0.02849716373,Darkened,yes
0.1,1,1,1,0.5,0.1,0.02854917209,Darkened,yes
1,1,1,0.01,1,9.99,0.02856097058,Darkened,no
9.99,0.5,9.99,0,0,0,0.02856371338,Darkened,yes
0.1,0.1,0.1,3,0.5,1,0.02862262076,Darkened,yes
0.1,1,0.1,1,0.1,2.5,0.02864041739,Darkened,yes
9.99,1,0.1,9.99,0.1,9.99,0.0287899813,Darkened,yes
0.1,1,9.99,9.99,0.1,9.99,0.02882898838,Darkened,yes
0.1,0.5,1,2,0.1,2.5,0.02888585476,Darkened,yes
0.1,0.5,0.1,5,1,2.5,0.02920111246,Darkened,yes
0.01,1,0.01,0.01,1,1,0.02923270954,Darkened,no
0.1,0.5,0.1,1,1,5,0.02925758588,Darkened,yes
1,0.5,1,3,1,7.5,0.0293043367,Darkened,yes
1,0.1,9.99,9.99,0.1,1,0.02930475471,Darkened,yes
0,0,9.99,9.99,0.1,9.99,0.02943551607,Darkened,yes
1,0.1,0.1,1,1,5,0.02965560812,Darkened,yes
0.1,1,1,1,0.1,9.99,0.02984795427,Darkened,yes
1,0.5,1,1,0.5,0.1,0.02985670394,Darkened,yes
0.1,0.5,0.1,5,0.1,9.99,0.02993629634,Darkened,yes
1,0.01,0.1,1,0.5,1,0.03001297577,Darkened,yes
0.01,1,0.01,9.99,0.1,0.01,0.03022766534,Darkened,yes
0.1,0.5,0.1,2,0.1,1,0.03023846146,Darkened,yes
9.99,0.5,9.99,1,0.5,9.99,0.03024585626,Darkened,yes
1,0.1,0.1,1,1,9.99,0.03032695641,Darkened,yes
0.1,0.1,0.1,1,0.5,7.5,0.03043257649,Darkened,yes
1,1,1,2,0.5,5,0.03049434941,Darkened,yes
1,1,9.99,1,0.5,9.99,0.03062515048,Darkened,yes
1,0.1,0.1,3,0.1,7.5,0.03074787743,Darkened,yes
9.99,0.5,1,1,0.5,9.99,0.03088430489,Darkened,yes
1,1,1,5,0.1,7.5,0.03091453752,Darkened,yes
0.1,0.1,0.1,1,0.1,9.99,0.0310406375,Darkened,yes
1,1,0.1,5,1,1,0.0311069757,Darkened,yes
1,0.1,9.99,9.99,0.1,9.99,0.03126206863,Darkened,yes
1,0.1,1,2,1,9.99,0.03162311429,Darkened,yes
0.1,0.1,1,3,0.1,9.99,0.03169204152,Darkened,yes
1,0.1,1,2,0.1,0.01,0.03170104465,Darkened,yes
0.1,0.1,1,2,0.1,1,0.03211998619,Darkened,yes
1,1,0.1,2,0.1,5,0.03215457526,Darkened,yes
9.99,0.1,0,9.99,0.1,9.99,0.03229280062,Darkened,yes
0.1,1,0.1,2,0.1,9.99,0.03232342701,Darkened,yes
0.1,1,0.1,9.99,0.1,0.1,0.03243328982,Darkened,yes
0.1,0.1,1,5,0.1,2.5,0.03252093796,Darkened,yes
1,1,1,3,0.1,1,0.03264260315,Darkened,yes
0.1,0.1,9.99,9.99,0.1,9.99,0.03264546321,Darkened,yes
0.1,1,0.1,2,0.1,1,0.03266632859,Darkened,yes
1,0.5,1,3,0.1,1,0.03270150572,Darkened,yes
9.99,1,9.99,9.99,0.1,0,0.03279079945,Darkened,yes
0.01,1,1,0.5,1,1,0.03285264685,Darkened,yes
1,1,9.99,9.99,0.1,1,0.03291353571,Darkened,yes
1,0.1,1,1,0.1,7.5,0.03306305141,Darkened,yes
9.99,0.1,9.99,9.99,0.1,0,0.03316316682,Darkened,yes
0.1,0.1,1,5,1,9.99,0.03328043229,Darkened,yes
1,0.1,0.1,3,1,9.99,0.03333158613,Darkened,yes
0.1,1,0.1,2,0.5,5,0.03339197052,Darkened,yes
1,1,0.1,2,0.5,7.5,0.03386485166,Darkened,yes
0.1,1,0.1,3,1,2.5,0.0338788612,Darkened,yes
0.1,0.5,0.1,2,1,7.5,0.03393977778,Darkened,yes
1,0.1,0.1,1,0.5,2.5,0.03395979575,Darkened,yes
9.99,0.5,9.99,1,0.5,1,0.03416524555,Darkened,yes
0.1,0.5,9.99,0.1,1,9.99,0.03443958985,Darkened,no
1,0.1,0.1,1,0.01,1,0.03463475724,Darkened,yes
9.99,1,9.99,9.99,0.1,1,0.03469920046,Darkened,yes
0.1,0.1,0.1,9.99,0.1,0.1,0.03473157456,Darkened,yes
0.1,1,1,0.01,0.5,2.5,0.0349598413,Darkened,no
0,0,0,9.99,0.1,0,0.03502556066,Darkened,yes
9.99,0.1,9.99,9.99,0.1,1,0.03504957266,Darkened,yes
0.1,1,1,1,1,7.5,0.03509328637,Darkened,yes
1,0.5,1,2,0.5,5,0.03512409348,Darkened,yes
1,1,0.1,3,0.1,0.01,0.0353353018,Darkened,yes
1,0.5,0.1,2,0.1,0.01,0.03548058367,Darkened,yes
1,0.1,0.1,3,1,7.5,0.03556441723,Darkened,yes
0.1,1,1,2,1,7.5,0.03559085972,Darkened,yes
9.99,1,9.99,1,0.1,1,0.03561517014,Darkened,yes
0.01,0.1,0.01,9.99,0.1,0.01,0.03562271641,Darkened,yes
1,1,1,2,0.5,7.5,0.0358251911,Darkened,yes
1,0.1,0.1,2,0.1,0.01,0.03589769983,Darkened,yes
1,0.5,1,1,1,0,0.03591394171,Darkened,yes
9.99,1,0.01,9.99,0.1,0.01,0.03601952596,Darkened,yes
1,0.5,1,1,1,7.5,0.03638129453,Darkened,yes
1,1,1,1,0.1,7.5,0.0364696686,Darkened,yes
0.1,1,1,1,1,5,0.03678297557,Darkened,yes
0.1,1,1,2,0.1,1,0.03682186227,Darkened,yes
1,1,0.1,2,0.5,5,0.03694693843,Darkened,yes
1,0.5,0.1,2,1,9.99,0.03703392237,Darkened,yes
9.99,1,9.99,1,0.1,9.99,0.03709067272,Darkened,yes
0.1,0.1,1,0.01,0.1,9.99,0.03762546821,Darkened,no
0.1,1,1,3,0.5,9.99,0.0377568247,Darkened,yes
1,1,0.1,3,0.1,1,0.03776014194,Darkened,yes
1,0.5,1,1,0.1,9.99,0.03786229451,Darkened,yes
0.1,0.1,1,2,0.1,2.5,0.03802072937,Darkened,yes
0.1,1,1,2,1,5,0.038195053,Darkened,yes
9.99,1,9.99,9.99,0.1,9.99,0.03845321711,Darkened,yes
1,0.1,0.1,2,0.1,2.5,0.03855134876,Darkened,yes
0.1,0.1,1,1,1,5,0.03857984077,Darkened,yes
0.1,1,0.1,1,0.1,5,0.03863290816,Darkened,yes
0.1,0.5,0.1,1,0.5,5,0.03880522065,Darkened,yes
0.1,0.1,1,2,1,9.99,0.03886840873,Darkened,yes
0.1,0.1,1,1,0.5,5,0.03889287996,Darkened,yes
9.99,1,1,9.99,0.1,1,0.03910454054,Darkened,yes
0.01,1,0.01,1,0.5,1,0.03917333581,Darkened,yes
0.1,0.5,0.1,1,1,9.99,0.03926108034,Darkened,yes
1,1,1,3,0.1,0.01,0.03969613852,Darkened,yes
1,1,0.1,1,0.1,2.5,0.03991170449,Darkened,yes
1,1,1,0.01,0.5,2.5,0.04014008092,Darkened,no
0.1,1,0.1,2,0.5,9.99,0.04030406582,Darkened,yes
0.1,0.5,1,1,0.5,9.99,0.04046584396,Darkened,yes
1,1,0.1,1,0.1,9.99,0.0405090969,Darkened,yes
0.1,0.5,0.1,0.01,1,5,0.04134686556,Darkened,no
0.1,1,0.1,3,0.1,0.01,0.04142932919,Darkened,yes
0.1,0.1,0.1,3,0.1,0.01,0.04179046536,Darkened,yes
0.1,0.5,1,3,0.1,0.01,0.04191367739,Darkened,yes
0,0,9.99,9.99,0.1,0,0.04202660772,Darkened,yes
0.1,0.5,1,1,0.5,7.5,0.04229157231,Darkened,yes
1,1,0.1,1,1,9.99,0.04240766467,Darkened,yes
1,0.1,0.1,3,0.1,0.01,0.04247093627,Darkened,yes
1,0.1,1,2,0.5,7.5,0.04265404859,Darkened,yes
9.99,1,0.01,0.01,1,0.01,0.04265498193,Darkened,yes
1,1,1,1,0.1,2.5,0.04271135211,Darkened,yes
0.1,1,0.1,2,1,9.99,0.0429526339,Darkened,yes
1,1,1,1,0.5,0.01,0.04295316371,Darkened,yes
9.99,1,9.99,1,1,9.99,0.04299297641,Darkened,yes
9.99,0.1,1,9.99,0.1,1,0.04345995828,Darkened,yes
0.1,0.1,1,3,0.1,0.01,0.04364129305,Darkened,yes
0.1,0.1,1,1,0.1,5,0.04373616321,Darkened,yes
0.1,0.1,0.1,2,0.5,7.5,0.04377568148,Darkened,yes
9.99,0.1,9.99,9.99,0.1,0.01,0.04384002821,Darkened,yes
0.01,0.5,0.01,1,1,0.01,0.04396527259,Darkened,yes
1,0.1,0.1,2,0.5,2.5,0.04408818601,Darkened,yes
1,1,0.1,1,0.5,5,0.04442104714,Darkened,yes
1,0.5,1,2,0.1,0.01,0.04452263294,Darkened,yes
1,1,0.01,1,0.1,1,0.04475248314,Darkened,yes
0.01,0.5,1,1,0.5,1,0.04493842374,Darkened,yes
1,0.5,0.1,3,0.1,0.01,0.04502223152,Darkened,yes
9.99,0.1,0.1,9.99,0.1,0.1,0.04532327163,Darkened,yes
0.1,0.5,1,1,1,5,0.04567845242,Darkened,yes
0.1,0.1,0.1,1,0.5,9.99,0.04577983529,Darkened,yes
1,0.1,1,3,0.1,0.01,0.04584595937,Darkened,yes
0.01,1,9.99,9.99,0.1,0.01,0.04598419097,Darkened,yes
1,0.5,1,1,1,9.99,0.04607665925,Darkened,yes
0.1,0.1,1,1,1,7.5,0.04614840836,Darkened,yes
9.99,1,0.1,9.99,0.1,0.1,0.04625031241,Darkened,yes
9.99,1,9.99,9.99,0.1,0.01,0.04643839784,Darkened,yes
1,0.5,0,1,1,0,0.04668626048,Darkened,yes
1,0.1,1,9.99,0.1,1,0.0467715645,Darkened,yes
0.1,1,9.99,9.99,0.1,0.1,0.04677667335,Darkened,yes
9.99,1,9.99,1,0.5,1,0.0468963208,Darkened,yes
1,0.1,1,1,1,7.5,0.04719420076,Darkened,yes
0.1,0.5,0.1,3,0.1,0.01,0.04725912862,Darkened,yes
0.1,0.5,1,1,1,2.5,0.04739632983,Darkened,yes
1,0.1,1,1,0.5,2.5,0.047450575,Darkened,yes
0.01,0.5,0.01,1,0.5,1,0.04760497627,Darkened,yes
0.1,0.5,1,1,0.5,2.5,0.04778816023,Darkened,yes
1,0.5,1,3,0.1,0.01,0.04783565376,Darkened,yes
1,0.5,0.1,2,0.5,2.5,0.04807401202,Darkened,yes
0.1,1,0.1,2,0.5,2.5,0.04848124444,Darkened,yes
0.1,1,0.1,1,1,9.99,0.04876660546,Darkened,yes
1,0.5,0.1,2,0.5,5,0.04887458143,Darkened,yes
1,0.1,1,1,1,2.5,0.04961828432,Darkened,yes
0.1,1,0.1,1,0.5,2.5,0.04984258856,Darkened,yes
0.1,1,0.1,0.1,0.5,1,0.04988244356,Darkened,yes
1,1,0.1,1,0.1,1,0.05020078785,Darkened,yes
1,1,1,9.99,0.1,1,0.05023310627,Darkened,yes
9.99,1,1,1,0.1,1,0.05023404977,Darkened,yes
1,0.5,0.1,2,0.1,1,0.05025962687,Darkened,yes
1,0.1,0.01,1,1,0.01,0.05060579167,Darkened,yes
0,0,1,1,0.5,1,0.0508299526,Darkened,yes
0.01,0.1,9.99,9.99,0.1,0.01,0.05084892793,Darkened,yes
1,1,1,1,1,7.5,0.05156006442,Darkened,yes
1,1,1,1,1,0,0.05157989862,Darkened,yes
1,1,1,2,0.1,0.01,0.05174190461,Darkened,yes
0.1,0.5,1,1,1,7.5,0.05188474207,Darkened,yes
1,1,1,1,0.5,2.5,0.05204910958,Darkened,yes
1,1,0.1,2,1,7.5,0.05215686886,Darkened,yes
0.1,0.5,0.1,0.01,0.1,2.5,0.05215928775,Darkened,no
1,1,0.1,1,0.5,1,0.05220847859,Darkened,yes
0,0,0,9.99,0.5,9.99,0.05240902804,Darkened,yes
0.15,0.1,0.15,0,0.1,0.15,0.05264661572,Darkened,yes
0.1,1,1,3,0.1,0.01,0.05278781209,Darkened,yes
0.01,0.5,0.01,9.99,0.5,9.99,0.052809255,Darkened,yes
0.1,0.1,0.1,0.01,0.1,5,0.05284629709,Darkened,no
1,0.5,1,2,0.5,7.5,0.05315408741,Darkened,yes
0.1,0.5,0.1,1,0.5,1,0.05327017621,Darkened,yes
9.99,0.1,9.99,9.99,0.1,0.1,0.05337861779,Darkened,yes
1,1,0.1,1,0.5,2.5,0.05347927585,Darkened,yes
1,1,0.1,1,1,7.5,0.05377380367,Darkened,yes
1,0.1,0.1,1,0.5,5,0.0537861364,Darkened,yes
0.1,0.5,0.1,1,0.5,7.5,0.05444269553,Darkened,yes
1,1,1,2,1,9.99,0.05446470999,Darkened,yes
1,1,0.1,2,0.1,0.01,0.05458905844,Darkened,yes
1,0.5,9.99,9.99,0.5,9.99,0.05483550442,Darkened,yes
1,0.1,1,1,0.01,0.1,0.05486190281,Darkened,yes
1,1,9.99,1,0.5,1,0.05486287344,Darkened,yes
1,1,1,1,0.5,0.1,0.05514675151,Darkened,yes
0.1,1,0.1,1,1,5,0.05526268333,Darkened,yes
1,0.1,1,1,0.5,1,0.05552616795,Darkened,yes
1,0.5,1,0.01,0.5,7.5,0.0556991312,Darkened,no
0.1,0.5,1,1,0.5,5,0.05579370784,Darkened,yes
0.1,0.5,0.1,2,1,9.99,0.0558744112,Darkened,yes
9.99,1,0.01,9.99,0.5,9.99,0.05601478367,Darkened,yes
0.1,1,1,2,1,9.99,0.05606473489,Darkened,yes
9.99,1,9.99,9.99,0.1,0.1,0.05681660356,Darkened,yes
0.1,0.1,0.1,2,1,9.99,0.05740063232,Darkened,yes
1,1,0,1,0.1,1,0.05751199625,Darkened,yes
1,1,1,1,0.5,1,0.0582017954,Darkened,yes
1,1,1,2,0.5,2.5,0.05868843733,Darkened,yes
9.99,0.5,9.99,0.1,0.5,9.99,0.05877019202,Darkened,no
1,1,0.1,1,0.5,9.99,0.0588115653,Darkened,yes
9.99,0.1,1,1,0.1,9.99,0.0591399213,Darkened,yes
0.1,0.1,9.99,9.99,0.1,0.1,0.05943288789,Darkened,yes
0.1,1,0.1,0.01,0.5,9.99,0.05958191872,Darkened,no
0.1,0.1,0.1,2,0.5,2.5,0.05960219555,Darkened,yes
1,0.5,0.01,1,1,0.01,0.05991007747,Darkened,yes
0.1,0.5,1,1,0.5,1,0.06013906957,Darkened,yes
0.1,0.5,1,2,0.5,2.5,0.06039275014,Darkened,yes
0.1,0.1,0.1,1,1,2.5,0.06066870396,Darkened,yes
1,1,1,1,1,5,0.06069266435,Darkened,yes
0.01,1,0.01,0.01,0.5,9.99,0.06099184872,Darkened,no
0.1,0.1,1,1,0.5,9.99,0.06102283056,Darkened,yes
1,0.5,1,2,0.5,2.5,0.06110374565,Darkened,yes
0.1,1,1,1,0.5,1,0.06113309839,Darkened,yes
0.1,1,0.1,0.01,1,9.99,0.0615442574,Darkened,no
0.1,0.1,0.1,0.1,1,9.99,0.06164966082,Darkened,no
0.1,0.1,0.1,0.01,1,2.5,0.06170339927,Darkened,no
1,0.5,0.1,1,1,2.5,0.06201021632,Darkened,yes
1,0.5,1,1,0.1,7.5,0.06220403231,Darkened,yes
1,1,1,9.99,0.5,9.99,0.06223528564,Darkened,yes
9.99,1,0.1,9.99,0.5,9.99,0.06233023831,Darkened,yes
9.99,0.5,0.1,9.99,0.5,9.99,0.06233250891,Darkened,yes
1,0.5,0.1,1,0.5,2.5,0.06240040615,Darkened,yes
0.1,0.1,1,2,0.5,2.5,0.06251618876,Darkened,yes
1,0.5,0.1,1,0.5,1,0.06274710152,Darkened,yes
1,1,1,2,1,7.5,0.0633821295,Darkened,yes
1,1,0.1,2,0.5,2.5,0.06365902248,Darkened,yes
1,0.1,1,2,0.1,9.99,0.0639493422,Darkened,yes
1,0.01,1,1,0.5,1,0.06403544373,Darkened,yes
9.99,1,9.99,0.01,1,9.99,0.06424765212,Darkened,no
1,1,0.1,9.99,0.5,9.99,0.06434899502,Darkened,yes
1,1,0,1,0.5,1,0.06448638163,Darkened,yes
0.01,1,0.01,0.01,0.5,1,0.06468065328,Darkened,no
9.99,0.5,0.01,9.99,0.5,9.99,0.0646893088,Darkened,yes
1,0.1,0.1,1,0.5,1,0.0649812574,Darkened,yes
0.1,0.5,9.99,9.99,0.5,9.99,0.06504167622,Darkened,yes
1,1,0.01,1,0.5,1,0.06505814972,Darkened,yes
0,0,0,1,0.5,1,0.06542027181,Darkened,yes
0.1,1,0.1,1,0.5,1,0.06551665499,Darkened,yes
1,0.5,1,1,0.5,2.5,0.0655624011,Darkened,yes
9.99,0.5,1,9.99,0.5,9.99,0.06558059153,Darkened,yes
1,0.5,1,1,1,2.5,0.06580144587,Darkened,yes
0.01,0.5,9.99,9.99,0.5,9.99,0.06625916218,Darkened,yes
1,0.5,1,1,0.5,1,0.06628491777,Darkened,yes
0,0,9.99,9.99,0.5,9.99,0.06640277679,Darkened,yes
1,0.5,9.99,1,1,9.99,0.0666219659,Darkened,yes
1,0.5,0.01,1,0.5,1,0.0674204093,Darkened,yes
1,1,0,1,0.5,0,0.06778306911,Darkened,yes
9.99,0.5,9.99,9.99,0.5,9.99,0.06780532403,Darkened,yes
1,0.5,0.1,2,1,7.5,0.06792921575,Darkened,yes
1,1,0.1,0.01,0.1,5,0.06808070887,Darkened,no
0.1,1,0.1,0.01,1,2.5,0.06809797412,Darkened,no
0.1,0.5,1,0.01,1,2.5,0.06818550132,Darkened,no
1,0.5,1,0.01,1,2.5,0.06853373605,Darkened,no
0.1,0.1,0.1,0.01,0.5,7.5,0.06890995073,Darkened,no
9.99,1,9.99,9.99,0.5,9.99,0.06975747865,Darkened,yes
0.1,1,9.99,9.99,0.5,9.99,0.07014104328,Darkened,yes
0.1,0.5,0.1,1,1,2.5,0.07019421306,Darkened,yes
9.99,1,1,1,0.5,1,0.07066179264,Darkened,yes
0.01,1,1,1,0.5,1,0.07097179967,Darkened,yes
0.01,1,9.99,9.99,0.5,9.99,0.07105721572,Darkened,yes
1,0.1,1,2,0.5,2.5,0.07121429818,Darkened,yes
9.99,1,1,9.99,0.5,9.99,0.07147120627,Darkened,yes
1,0.1,0.1,1,0.5,9.99,0.07181708689,Darkened,yes
1,0.5,0.1,0.1,1,1,0.07187809741,Darkened,yes
1,1,1,1,1,2.5,0.07239364897,Darkened,yes
0.1,1,1,2,0.5,2.5,0.07259054337,Darkened,yes
0.1,0.1,1,1,1,2.5,0.07297827082,Darkened,yes
0.1,0.5,0.1,9.99,0.5,9.99,0.07318276092,Darkened,yes
0.01,1,0.01,9.99,0.5,9.99,0.07334948282,Darkened,yes
0.1,0.5,1,0.01,0.1,2.5,0.07355433832,Darkened,no
9.99,1,0,9.99,0.5,9.99,0.07358618265,Darkened,yes
1,0.5,1,2,1,5,0.07364797294,Darkened,yes
1,0.5,9.99,1,0.5,1,0.07389067658,Darkened,yes
0.1,1,0.1,1,0.5,5,0.07389358222,Darkened,yes
1,1,0.1,2,1,5,0.07403524166,Darkened,yes
9.99,0.1,0.1,0.1,0.1,9.99,0.07415972649,Darkened,no
1,0.1,0.1,2,1,9.99,0.0743779529,Darkened,yes
1,0.5,0,1,0.5,1,0.07475963909,Darkened,yes
9.99,1,9.99,0.1,0.5,9.99,0.07476269591,Darkened,no
0.1,1,0.1,1,1,2.5,0.07532492636,Darkened,yes
0.1,1,0.1,9.99,0.5,9.99,0.07571230706,Darkened,yes
1,1,0.1,1,1,2.5,0.07698527861,Darkened,yes
0.1,1,0.1,0.1,0.1,9.99,0.07699829001,Darkened,no
0.1,0.1,1,1,0.1,2.5,0.07703054541,Darkened,yes
9.99,0.1,0.1,0.1,1,9.99,0.07762123187,Darkened,no
9.99,0.5,1,1,0.5,1,0.07879936405,Darkened,yes
1,1,9.99,1,1,9.99,0.07956280114,Darkened,yes
0.1,1,0.1,0.01,1,7.5,0.07994699327,Darkened,no
1,0.5,1,2,1,9.99,0.08068220011,Darkened,yes
1,0.5,1,1,1,5,0.08092309602,Darkened,yes
1,1,0.01,1,0.5,0.01,0.08098752374,Darkened,yes
1,1,0.1,0.01,1,2.5,0.08373179353,Darkened,no
1,1,1,2,1,5,0.08392402922,Darkened,yes
1,1,9.99,9.99,0.5,9.99,0.08427110188,Darkened,yes
9.99,0.5,0,9.99,0.5,9.99,0.08429289071,Darkened,yes
1,0.5,0.1,1,0.1,0.1,0.08469106686,Darkened,yes
0.1,0.5,0.1,2,0.5,2.5,0.08601596261,Darkened,yes
0.1,0.5,9.99,0.1,0.5,9.99,0.0888439352,Darkened,no
1,0.5,1,9.99,0.5,9.99,0.08891482891,Darkened,yes
0.1,0.5,0.1,2,1,2.5,0.08955352858,Darkened,yes
0.1,0.1,0.1,2,0.5,1,0.08974780201,Darkened,yes
1,0.1,0.1,1,1,2.5,0.09011559761,Darkened,yes
0.1,0.1,0.1,1,1,0.1,0.0915537755,Darkened,yes
0.01,0.1,1,1,1,1,0.09191418401,Darkened,yes
1,0.5,1,1,0.5,5,0.09205700149,Darkened,yes
0.1,1,1,1,1,2.5,0.09285680006,Darkened,yes
1,1,0.1,0.1,0.5,0.1,0.09293122308,Darkened,yes
1,0.5,1,2,1,2.5,0.09455794737,Darkened,yes
1,1,1,0.1,1,1,0.09558782036,Darkened,yes
1,0.1,0.01,1,1,1,0.09708707473,Darkened,yes
1,0.5,1,1,1,1,0.09831113966,Darkened,yes
0.1,0.5,1,0.01,1,5,0.09875612326,Darkened,no
1,0.1,9.99,1,1,1,0.09908158898,Darkened,yes
1,1,0.1,1,0.5,0.1,0.09947558278,Darkened,yes
1,0.5,1,1,0.01,1,0.09974343664,Darkened,yes
0.1,0.5,1,2,1,2.5,0.09977914591,Darkened,yes
9.99,1,0.1,0.1,0.5,9.99,0.1011057689,Darkened,no
0.1,0.1,1,2,1,2.5,0.1012779176,Darkened,yes
0.1,1,9.99,0.1,0.5,9.99,0.1013304847,Darkened,no
1,1,1,2,0.5,1,0.1013999236,Darkened,yes
1,1,1,0.01,0.1,0.01,0.1014211408,Darkened,yes
0.1,0.5,0.1,2,0.5,1,0.1017220329,Darkened,yes
1,0.1,0.1,2,0.5,1,0.1018829643,Darkened,yes
1,1,1,1,0.1,0.1,0.102248623,Darkened,yes
1,0.1,1,2,1,2.5,0.1024126545,Darkened,yes
0.1,0.5,1,2,0.5,1,0.1025895345,Darkened,yes
0.01,1,0.01,9.99,1,9.99,0.1033895416,Darkened,yes
1,1,1,2,1,2.5,0.1036664021,Darkened,yes
1,1,0.01,1,1,1,0.1039870154,Darkened,yes
1,0.5,1,0.01,0.5,9.99,0.1044439935,Darkened,no
0.1,0.5,0.1,1,1,0.1,0.1045542349,Darkened,yes
1,0.5,0.1,2,0.5,1,0.1045612635,Darkened,yes
9.99,1,0.01,0.01,0.5,0.01,0.1046512491,Darkened,yes
9.99,1,9.99,0.01,0.1,0.01,0.1049348319,Darkened,yes
1,0.1,1,2,0.5,1,0.1052318221,Darkened,yes
1,0.5,1,2,0.5,1,0.1052651326,Darkened,yes
1,1,1,1,0.1,0,0.1053456655,Darkened,yes
1,0.1,0.1,1,1,0.1,0.1054188483,Darkened,yes
1,0.01,0.1,1,1,0.1,0.105486427,Darkened,yes
1,0.01,0.1,1,1,1,0.1056221011,Darkened,yes
0.1,1,0.1,2,0.5,1,0.1058065394,Darkened,yes
1,1,0.1,2,0.5,1,0.1062072534,Darkened,yes
0.01,0.01,1,1,1,0.01,0.1067583887,Darkened,yes
1,1,0.1,2,1,2.5,0.1068041844,Darkened,yes
0,0,0,1,1,1,0.1068437426,Darkened,yes
0.1,0.1,1,1,1,1,0.108555202,Darkened,yes
0.01,1,0.01,1,1,1,0.1085930878,Darkened,yes
9.99,0.1,1,1,1,1,0.1087808009,Darkened,yes
1,0.5,0.1,2,1,2.5,0.1089954199,Darkened,yes
9.99,0.5,9.99,0.01,0.5,9.99,0.1091400701,Darkened,no
1,1,0.1,3,0.5,1,0.1093162727,Darkened,yes
0.1,0.5,9.99,9.99,1,9.99,0.1095031313,Darkened,yes
1,0.1,0.1,1,1,1,0.1095809422,Darkened,yes
0.01,0.5,0.01,0.01,1,1,0.1096576846,Darkened,no
0.01,1,1,1,1,1,0.1103372467,Darkened,yes
1,0.01,1,1,1,1,0.1103465508,Darkened,yes
1,0.1,0,1,1,1,0.1107922306,Darkened,yes
